id_venta,id_producto,cantidad,importe
142,104,1,4348
143,103,5,21555
143,104,1,4348
143,105,2,8770
144,104,1,4348
144,105,2,8770
144,106,3,13266
145,105,2,8770
145,106,3,13266
145,107,4,17836
146,106,3,13266
146,107,4,17836
146,108,5,22480
147,107,4,17836
147,108,5,22480
147,109,1,4533
148,108,5,22480
148,109,1,4533
148,110,2,9140
149,109,1,4533
149,110,2,9140
149,111,3,13821
150,110,2,9140
150,111,3,13821
150,112,4,18576
151,111,3,13821
151,112,4,18576
151,113,5,23405
152,112,4,18576
152,113,5,23405
152,114,1,4718
153,113,5,23405
153,114,1,4718
153,115,2,9510
154,114,1,4718
154,115,2,9510
154,116,3,14376
155,115,2,9510
155,116,3,14376
155,117,4,19316
156,116,3,14376
156,117,4,19316
156,118,5,24330
157,117,4,19316
157,118,5,24330
157,119,1,4903
158,118,5,24330
158,119,1,4903
158,120,2,9880
159,119,1,4903
159,120,2,9880
159,101,3,12711
160,120,2,9880
160,101,3,12711
160,102,4,17096
161,101,3,12711
161,102,4,17096
161,103,5,21555
162,102,4,17096
162,103,5,21555
162,104,1,4348
163,103,5,21555
163,104,1,4348
163,105,2,8770
164,104,1,4348
164,105,2,8770
164,106,3,13266
165,105,2,8770
165,106,3,13266
165,107,4,17836
166,106,3,13266
166,107,4,17836
166,108,5,22480
167,107,4,17836
167,108,5,22480
167,109,1,4533
168,108,5,22480
168,109,1,4533
168,110,2,9140
169,109,1,4533
169,110,2,9140
169,111,3,13821
170,110,2,9140
170,111,3,13821
170,112,4,18576
171,111,3,13821
171,112,4,18576
171,113,5,23405
172,112,4,18576
172,113,5,23405
172,114,1,4718
173,113,5,23405
173,114,1,4718
173,115,2,9510
174,114,1,4718
174,115,2,9510
174,116,3,14376
175,115,2,9510
175,116,3,14376
175,117,4,19316
176,116,3,14376
176,117,4,19316
176,118,5,24330
177,117,4,19316
177,118,5,24330
177,119,1,4903
178,118,5,24330
178,119,1,4903
178,120,2,9880
179,119,1,4903
179,120,2,9880
179,101,3,12711
180,120,2,9880
180,101,3,12711
180,102,4,17096
181,101,3,12711
181,102,4,17096
181,103,5,21555
182,102,4,17096
182,103,5,21555
182,104,1,4348
183,103,5,21555
183,104,1,4348
183,105,2,8770
184,104,1,4348
184,105,2,8770
184,106,3,13266
185,105,2,8770
185,106,3,13266
185,107,4,17836
186,106,3,13266
186,107,4,17836
186,108,5,22480
187,107,4,17836
187,108,5,22480
187,109,1,4533
188,108,5,22480
188,109,1,4533
188,110,2,9140
189,109,1,4533
189,110,2,9140
189,111,3,13821
190,110,2,9140
190,111,3,13821
190,112,4,18576
191,111,3,13821
191,112,4,18576
191,113,5,23405
192,112,4,18576
192,113,5,23405
192,114,1,4718
193,113,5,23405
193,114,1,4718
193,115,2,9510
194,114,1,4718
194,115,2,9510
194,116,3,14376
195,115,2,9510
195,116,3,14376
195,117,4,19316
196,116,3,14376
196,117,4,19316
196,118,5,24330
197,117,4,19316
197,118,5,24330
197,119,1,4903
198,118,5,24330
198,119,1,4903
198,120,2,9880
199,119,1,4903
199,120,2,9880
199,101,3,12711
200,120,2,9880
200,101,3,12711
200,102,4,17096
201,101,3,12711
201,102,4,17096
201,103,5,21555
202,102,4,17096
202,103,5,21555
202,104,1,4348
203,103,5,21555
203,104,1,4348
203,105,2,8770
204,104,1,4348
204,105,2,8770
204,106,3,13266
205,105,2,8770
205,106,3,13266
205,107,4,17836
206,106,3,13266
206,107,4,17836
206,108,5,22480
207,107,4,17836
207,108,5,22480
207,109,1,4533
208,108,5,22480
208,109,1,4533
208,110,2,9140
209,109,1,4533
209,110,2,9140
209,111,3,13821
210,110,2,9140
210,111,3,13821
210,112,4,18576
211,111,3,13821
211,112,4,18576
211,113,5,23405
212,112,4,18576
212,113,5,23405
212,114,1,4718
213,113,5,23405
213,114,1,4718
213,115,2,9510
214,114,1,4718
214,115,2,9510
214,116,3,14376
215,115,2,9510
215,116,3,14376
215,117,4,19316
216,116,3,14376
216,117,4,19316
216,118,5,24330
217,117,4,19316
217,118,5,24330
217,119,1,4903
218,118,5,24330
218,119,1,4903
218,120,2,9880
219,119,1,4903
219,120,2,9880
219,101,3,12711
220,120,2,9880
220,101,3,12711
220,102,4,17096
221,129,3,2319
221,132,4,3536
221,135,5,4975
221,138,1,1106
221,141,2,2434
222,134,4,3832
222,137,5,5345
222,140,1,1180
222,143,2,2582
223,139,5,5715
223,142,1,1254
223,145,2,2730
224,144,1,1328
224,147,2,2878
225,149,2,3026
225,152,3,4872
225,155,4,6940
225,158,5,9230
225,161,1,1957
226,154,3,5094
226,157,4,7236
226,160,5,9600
226,163,1,2031
227,159,4,7532
227,162,5,9970
227,165,1,2105
228,164,5,10340
228,167,1,2179
229,169,1,2253
229,172,2,4728
229,175,3,7425
229,178,4,10344
229,181,5,13485
230,174,2,4876
230,177,3,7647
230,180,4,10640
230,183,5,13855
231,179,3,7869
231,182,4,10936
231,185,5,14225
232,184,4,11232
232,187,5,14595
233,189,5,14965
233,192,1,3104
233,195,2,6430
233,198,3,9978
233,201,4,13748
234,194,1,3178
234,197,2,6578
234,200,3,10200
234,203,4,14044
235,199,2,6726
235,202,3,10422
235,205,4,14340
236,204,3,10644
236,207,4,14636
237,209,4,14932
237,212,5,19220
237,215,1,3955
237,218,2,8132
237,221,3,12531
238,214,5,19590
238,217,1,4029
238,220,2,8280
238,223,3,12753
239,219,1,4103
239,222,2,8428
239,225,3,12975
240,224,2,8576
240,227,3,13197
241,229,3,13419
241,232,4,18336
241,235,5,23475
241,238,1,4806
241,241,2,9834
242,234,4,18632
242,237,5,23845
242,240,1,4880
242,243,2,9982
243,239,5,24215
243,242,1,4954
243,245,2,1130
244,244,1,528
244,247,2,1278
245,249,2,1426
245,252,3,2472
245,255,4,3740
245,258,5,5230
245,261,1,1157
246,254,3,2694
246,257,4,4036
246,260,5,5600
246,263,1,1231
247,259,4,4332
247,262,5,5970
247,265,1,1305
248,264,5,6340
248,267,1,1379
249,269,1,1453
249,272,2,3128
249,275,3,5025
249,278,4,7144
249,281,5,9485
250,274,2,3276
250,277,3,5247
250,280,4,7440
250,283,5,9855
251,279,3,5469
251,282,4,7736
251,285,5,10225
252,284,4,8032
252,287,5,10595
253,289,5,10965
253,292,1,2304
253,295,2,4830
253,298,3,7578
253,301,4,10548
254,294,1,2378
254,297,2,4978
254,300,3,7800
254,303,4,10844
255,299,2,5126
255,302,3,8022
255,305,4,11140
256,304,3,8244
256,307,4,11436
257,309,4,11732
257,312,5,15220
257,315,1,3155
257,318,2,6532
257,121,3,14931
258,314,5,15590
258,317,1,3229
258,320,2,6680
258,123,3,1653
259,319,1,3303
259,122,2,1028
259,125,3,1875
260,124,2,1176
260,127,3,2097
261,129,3,2319
261,132,4,3536
261,135,5,4975
261,138,1,1106
261,141,2,2434
262,134,4,3832
262,137,5,5345
262,140,1,1180
262,143,2,2582
263,139,5,5715
263,142,1,1254
263,145,2,2730
264,144,1,1328
264,147,2,2878
265,149,2,3026
265,152,3,4872
265,155,4,6940
265,158,5,9230
265,161,1,1957
266,154,3,5094
266,157,4,7236
266,160,5,9600
266,163,1,2031
267,159,4,7532
267,162,5,9970
267,165,1,2105
268,164,5,10340
268,167,1,2179
269,169,1,2253
269,172,2,4728
269,175,3,7425
269,178,4,10344
269,181,5,13485
270,174,2,4876
270,177,3,7647
270,180,4,10640
270,183,5,13855
271,179,3,7869
271,182,4,10936
271,185,5,14225
272,184,4,11232
272,187,5,14595
273,189,5,14965
273,192,1,3104
273,195,2,6430
273,198,3,9978
273,201,4,13748
274,194,1,3178
274,197,2,6578
274,200,3,10200
274,203,4,14044
275,199,2,6726
275,202,3,10422
275,205,4,14340
276,204,3,10644
276,207,4,14636
277,209,4,14932
277,212,5,19220
277,215,1,3955
277,218,2,8132
277,221,3,12531
278,214,5,19590
278,217,1,4029
278,220,2,8280
278,223,3,12753
279,219,1,4103
279,222,2,8428
279,225,3,12975
280,224,2,8576
280,227,3,13197
281,229,3,13419
281,232,4,18336
281,235,5,23475
281,238,1,4806
281,241,2,9834
282,234,4,18632
282,237,5,23845
282,240,1,4880
282,243,2,9982
283,239,5,24215
283,242,1,4954
283,245,2,1130
284,244,1,528
284,247,2,1278
285,249,2,1426
285,252,3,2472
285,255,4,3740
285,258,5,5230
285,261,1,1157
286,254,3,2694
286,257,4,4036
286,260,5,5600
286,263,1,1231
287,259,4,4332
287,262,5,5970
287,265,1,1305
288,264,5,6340
288,267,1,1379
289,269,1,1453
289,272,2,3128
289,275,3,5025
289,278,4,7144
289,281,5,9485
290,274,2,3276
290,277,3,5247
290,280,4,7440
290,283,5,9855
291,279,3,5469
291,282,4,7736
291,285,5,10225
292,284,4,8032
292,287,5,10595
293,289,5,10965
293,292,1,2304
293,295,2,4830
293,298,3,7578
293,301,4,10548
294,294,1,2378
294,297,2,4978
294,300,3,7800
294,303,4,10844
295,299,2,5126
295,302,3,8022
295,305,4,11140
296,304,3,8244
296,307,4,11436
297,309,4,11732
297,312,5,15220
297,315,1,3155
297,318,2,6532
297,121,3,14931
298,314,5,15590
298,317,1,3229
298,320,2,6680
298,123,3,1653
299,319,1,3303
299,122,2,1028
299,125,3,1875
300,124,2,1176
300,127,3,2097
301,129,3,2319
301,132,4,3536
301,135,5,4975
301,138,1,1106
301,141,2,2434
302,134,4,3832
302,137,5,5345
302,140,1,1180
302,143,2,2582
303,139,5,5715
303,142,1,1254
303,145,2,2730
304,144,1,1328
304,147,2,2878
305,149,2,3026
305,152,3,4872
305,155,4,6940
305,158,5,9230
305,161,1,1957
306,154,3,5094
306,157,4,7236
306,160,5,9600
306,163,1,2031
307,159,4,7532
307,162,5,9970
307,165,1,2105
308,164,5,10340
308,167,1,2179
309,169,1,2253
309,172,2,4728
309,175,3,7425
309,178,4,10344
309,181,5,13485
310,174,2,4876
311,179,3,7869
311,182,4,10936
311,185,5,14225
312,184,4,11232
312,187,5,14595
313,189,5,14965
313,192,1,3104
313,195,2,6430
313,198,3,9978
313,201,4,13748
314,194,1,3178
314,197,2,6578
314,200,3,10200
314,203,4,14044
315,199,2,6726
315,202,3,10422
315,205,4,14340
316,204,3,10644
316,207,4,14636
317,209,4,14932
317,212,5,19220
317,215,1,3955
317,218,2,8132
317,221,3,12531
318,214,5,19590
318,217,1,4029
318,220,2,8280
318,223,3,12753
319,219,1,4103
319,222,2,8428
319,225,3,12975
320,224,2,8576
320,227,3,13197
321,229,3,13419
321,232,4,18336
321,235,5,23475
321,238,1,4806
321,241,2,9834
322,234,4,18632
322,237,5,23845
322,240,1,4880
322,243,2,9982
323,239,5,24215
323,242,1,4954
323,245,2,1130
324,244,1,528
324,247,2,1278
325,249,2,1426
325,252,3,2472
325,255,4,3740
325,258,5,5230
325,261,1,1157
326,254,3,2694
326,257,4,4036
326,260,5,5600
326,263,1,1231
327,259,4,4332
327,262,5,5970
327,265,1,1305
328,264,5,6340
328,267,1,1379
329,269,1,1453
329,272,2,3128
329,275,3,5025
329,278,4,7144
329,281,5,9485
330,274,2,3276
330,277,3,5247
330,280,4,7440
330,283,5,9855
331,279,3,5469
331,282,4,7736
331,285,5,10225
332,284,4,8032
332,287,5,10595
333,289,5,10965
333,292,1,2304
333,295,2,4830
333,298,3,7578
333,301,4,10548
334,294,1,2378
334,297,2,4978
334,300,3,7800
334,303,4,10844
335,299,2,5126
335,302,3,8022
335,305,4,11140
336,304,3,8244
336,307,4,11436
337,309,4,11732
337,312,5,15220
337,315,1,3155
337,318,2,6532
337,121,3,14931
338,314,5,15590
338,317,1,3229
338,320,2,6680
338,123,3,1653
339,319,1,3303
339,122,2,1028
339,125,3,1875
340,124,2,1176
340,127,3,2097
341,129,3,2319
341,132,4,3536
341,135,5,4975
341,138,1,1106
341,141,2,2434
342,134,4,3832
342,137,5,5345
342,140,1,1180
342,143,2,2582
343,139,5,5715
343,142,1,1254
343,145,2,2730
344,144,1,1328
344,147,2,2878
345,149,2,3026
345,152,3,4872
345,155,4,6940
345,158,5,9230
345,161,1,1957
346,154,3,5094
346,157,4,7236
346,160,5,9600
346,163,1,2031
347,159,4,7532
347,162,5,9970
347,165,1,2105
348,164,5,10340
348,167,1,2179
349,169,1,2253
349,172,2,4728
349,175,3,7425
349,178,4,10344
349,181,5,13485
350,174,2,4876
350,177,3,7647
350,180,4,10640
350,183,5,13855
351,179,3,7869
351,182,4,10936
351,185,5,14225
352,184,4,11232
352,187,5,14595
353,189,5,14965
353,192,1,3104
353,195,2,6430
353,198,3,9978
353,201,4,13748
354,194,1,3178
354,197,2,6578
354,200,3,10200
354,203,4,14044
355,199,2,6726
355,202,3,10422
355,205,4,14340
356,204,3,10644
356,207,4,14636
357,209,4,14932
357,212,5,19220
357,215,1,3955
357,218,2,8132
357,221,3,12531
358,214,5,19590
358,217,1,4029
358,220,2,8280
358,223,3,12753
359,219,1,4103
359,222,2,8428
359,225,3,12975
360,224,2,8576
360,227,3,13197
361,229,3,13419
361,232,4,18336
361,235,5,23475
361,238,1,4806
361,241,2,9834
362,234,4,18632
362,237,5,23845
362,240,1,4880
362,243,2,9982
363,239,5,24215
363,242,1,4954
363,245,2,1130
364,244,1,528
364,247,2,1278
365,249,2,1426
365,252,3,2472
365,255,4,3740
365,258,5,5230
365,261,1,1157
366,254,3,2694
366,257,4,4036
366,260,5,5600
366,263,1,1231
367,259,4,4332
367,262,5,5970
367,265,1,1305
368,264,5,6340
368,267,1,1379
369,269,1,1453
369,272,2,3128
369,275,3,5025
369,278,4,7144
369,281,5,9485
370,274,2,3276
370,277,3,5247
370,280,4,7440
370,283,5,9855
371,285,5,10225
372,284,4,8032
372,287,5,10595
373,289,5,10965
373,292,1,2304
373,295,2,4830
373,298,3,7578
373,301,4,10548
374,294,1,2378
374,297,2,4978
374,300,3,7800
374,303,4,10844
375,299,2,5126
375,302,3,8022
375,305,4,11140
376,304,3,8244
376,307,4,11436
377,309,4,11732
377,312,5,15220
377,315,1,3155
377,318,2,6532
377,121,3,14931
378,314,5,15590
378,317,1,3229
378,320,2,6680
378,123,3,1653
379,319,1,3303
379,122,2,1028
379,125,3,1875
380,124,2,1176
380,127,3,2097
381,129,3,2319
381,132,4,3536
381,135,5,4975
381,138,1,1106
381,141,2,2434
382,134,4,3832
382,137,5,5345
382,140,1,1180
382,143,2,2582
383,139,5,5715
383,142,1,1254
383,145,2,2730
384,144,1,1328
384,147,2,2878
385,149,2,3026
385,152,3,4872
385,155,4,6940
385,158,5,9230
385,161,1,1957
386,154,3,5094
386,157,4,7236
386,160,5,9600
386,163,1,2031
387,159,4,7532
387,162,5,9970
387,165,1,2105
388,164,5,10340
388,167,1,2179
389,169,1,2253
389,172,2,4728
389,175,3,7425
389,178,4,10344
389,181,5,13485
390,174,2,4876
390,177,3,7647
390,180,4,10640
390,183,5,13855
391,179,3,7869
391,182,4,10936
391,185,5,14225
392,184,4,11232
392,187,5,14595
393,189,5,14965
393,192,1,3104
393,195,2,6430
393,198,3,9978
393,201,4,13748
394,194,1,3178
394,197,2,6578
394,200,3,10200
394,203,4,14044
395,199,2,6726
395,202,3,10422
395,205,4,14340
396,204,3,10644
396,207,4,14636
397,209,4,14932
397,212,5,19220
397,215,1,3955
397,218,2,8132
397,221,3,12531
398,214,5,19590
398,217,1,4029
398,220,2,8280
398,223,3,12753
399,219,1,4103
399,222,2,8428
399,225,3,12975
400,224,2,8576
400,227,3,13197
401,229,3,13419
401,232,4,18336
401,235,5,23475
401,238,1,4806
401,241,2,9834
402,234,4,18632
402,237,5,23845
402,240,1,4880
402,243,2,9982
403,239,5,24215
403,242,1,4954
403,245,2,1130
404,244,1,528
404,247,2,1278
405,249,2,1426
405,252,3,2472
405,255,4,3740
405,258,5,5230
405,261,1,1157
406,254,3,2694
406,257,4,4036
406,260,5,5600
406,263,1,1231
407,259,4,4332
407,262,5,5970
407,265,1,1305
408,264,5,6340
408,267,1,1379
409,269,1,1453
409,272,2,3128
409,275,3,5025
409,278,4,7144
409,281,5,9485
410,274,2,3276
410,277,3,5247
410,280,4,7440
410,283,5,9855
411,279,3,5469
411,282,4,7736
411,285,5,10225
412,284,4,8032
412,287,5,10595
413,289,5,10965
413,292,1,2304
413,295,2,4830
413,298,3,7578
413,301,4,10548
414,294,1,2378
414,297,2,4978
414,300,3,7800
414,303,4,10844
415,299,2,5126
415,302,3,8022
415,305,4,11140
416,304,3,8244
416,307,4,11436
417,309,4,11732
417,312,5,15220
417,315,1,3155
417,318,2,6532
417,121,3,14931
418,314,5,15590
418,320,2,6680
418,123,3,1653
419,319,1,3303
419,122,2,1028
419,125,3,1875
420,124,2,1176
420,127,3,2097
421,129,3,2319
421,132,4,3536
421,135,5,4975
421,138,1,1106
421,141,2,2434
422,134,4,3832
422,137,5,5345
422,140,1,1180
422,143,2,2582
423,139,5,5715
423,142,1,1254
423,145,2,2730
424,144,1,1328
424,147,2,2878
425,149,2,3026
425,152,3,4872
425,155,4,6940
425,158,5,9230
425,161,1,1957
426,154,3,5094
426,157,4,7236
426,160,5,9600
426,163,1,2031
427,159,4,7532
427,162,5,9970
427,165,1,2105
428,164,5,10340
428,167,1,2179
429,169,1,2253
429,172,2,4728
429,175,3,7425
429,178,4,10344
429,181,5,13485
430,174,2,4876
430,177,3,7647
430,180,4,10640
430,183,5,13855
431,179,3,7869
431,182,4,10936
431,185,5,14225
432,184,4,11232
432,187,5,14595
433,189,5,14965
433,192,1,3104
433,195,2,6430
433,198,3,9978
433,201,4,13748
434,194,1,3178
434,197,2,6578
434,200,3,10200
434,203,4,14044
435,199,2,6726
435,202,3,10422
435,205,4,14340
436,204,3,10644
436,207,4,14636
437,209,4,14932
437,212,5,19220
437,215,1,3955
437,218,2,8132
437,221,3,12531
438,214,5,19590
438,217,1,4029
438,220,2,8280
438,223,3,12753
439,219,1,4103
439,222,2,8428
439,225,3,12975
440,224,2,8576
440,227,3,13197
441,229,3,13419
441,232,4,18336
441,235,5,23475
441,238,1,4806
441,241,2,9834
442,234,4,18632
442,237,5,23845
442,240,1,4880
442,243,2,9982
443,239,5,24215
443,242,1,4954
443,245,2,1130
444,244,1,528
444,247,2,1278
445,249,2,1426
445,252,3,2472
445,255,4,3740
446,257,4,4036
446,260,5,5600
446,263,1,1231
447,259,4,4332
447,262,5,5970
447,265,1,1305
448,264,5,6340
448,267,1,1379
449,269,1,1453
449,272,2,3128
449,275,3,5025
449,278,4,7144
449,281,5,9485
450,274,2,3276
450,277,3,5247
450,280,4,7440
450,283,5,9855
451,279,3,5469
451,282,4,7736
451,285,5,10225
452,284,4,8032
452,287,5,10595
453,289,5,10965
453,292,1,2304
453,295,2,4830
453,298,3,7578
453,301,4,10548
454,294,1,2378
454,297,2,4978
454,300,3,7800
454,303,4,10844
455,299,2,5126
455,302,3,8022
455,305,4,11140
456,304,3,8244
456,307,4,11436
457,309,4,11732
457,312,5,15220
457,315,1,3155
457,318,2,6532
457,121,3,14931
458,314,5,15590
458,317,1,3229
458,320,2,6680
458,123,3,1653
459,319,1,3303
459,122,2,1028
459,125,3,1875
460,124,2,1176
460,127,3,2097
461,129,3,2319
461,132,4,3536
461,135,5,4975
461,138,1,1106
461,141,2,2434
462,134,4,3832
462,137,5,5345
462,140,1,1180
462,143,2,2582
463,139,5,5715
463,142,1,1254
463,145,2,2730
464,144,1,1328
464,147,2,2878
465,149,2,3026
465,152,3,4872
465,155,4,6940
465,158,5,9230
465,161,1,1957
466,154,3,5094
466,157,4,7236
466,160,5,9600
466,163,1,2031
467,159,4,7532
467,162,5,9970
467,165,1,2105
468,164,5,10340
468,167,1,2179
469,169,1,2253
469,172,2,4728
469,175,3,7425
469,178,4,10344
469,181,5,13485
470,174,2,4876
470,177,3,7647
470,180,4,10640
470,183,5,13855
471,179,3,7869
471,182,4,10936
471,185,5,14225
472,184,4,11232
472,187,5,14595
473,189,5,14965
473,192,1,3104
473,195,2,6430
473,198,3,9978
473,201,4,13748
474,194,1,3178
474,197,2,6578
474,200,3,10200
474,203,4,14044
475,199,2,6726
475,202,3,10422
475,205,4,14340
476,204,3,10644
476,207,4,14636
477,209,4,14932
477,212,5,19220
477,215,1,3955
477,218,2,8132
477,221,3,12531
478,214,5,19590
478,217,1,4029
478,220,2,8280
478,223,3,12753
479,219,1,4103
479,222,2,8428
479,225,3,12975
480,224,2,8576
480,227,3,13197
481,229,3,13419
481,232,4,18336
481,235,5,23475
481,238,1,4806
481,241,2,9834
482,234,4,18632
482,237,5,23845
482,240,1,4880
482,243,2,9982
